__id_std_norm,expected_events_sum,exp_labor_hours_total,exp_labor_cost_total,exp_material_cost_total,exp_total_cost,actual_pm_count,labor_hours_sum,labor_cost_sum,materials_cost_sum,total_task_cost_sum,expected_events_gap,expected_total_cost_gap,expected_labor_hours_gap
112689,32,28.302857142857142,1959.5733333333335,0.0,2099.4420512820516,0,0.0,0.0,0.0,0.0,32,2099.4420512820516,28.302857142857142
112691,32,28.302857142857142,1959.5733333333335,0.0,2099.4420512820516,0,0.0,0.0,0.0,0.0,32,2099.4420512820516,28.302857142857142
112692,32,28.302857142857142,1959.5733333333335,0.0,2099.4420512820516,0,0.0,0.0,0.0,0.0,32,2099.4420512820516,28.302857142857142
112693,32,28.302857142857142,1959.5733333333335,0.0,2099.4420512820516,0,0.0,0.0,0.0,0.0,32,2099.4420512820516,28.302857142857142
112694,32,28.302857142857142,1959.5733333333335,0.0,2099.4420512820516,0,0.0,0.0,0.0,0.0,32,2099.4420512820516,28.302857142857142
112695,32,28.302857142857142,1959.5733333333335,0.0,2099.4420512820516,0,0.0,0.0,0.0,0.0,32,2099.4420512820516,28.302857142857142
112696,32,28.302857142857142,1959.5733333333335,0.0,2099.4420512820516,0,0.0,0.0,0.0,0.0,32,2099.4420512820516,28.302857142857142
112697,32,28.302857142857142,1959.5733333333335,0.0,2099.4420512820516,0,0.0,0.0,0.0,0.0,32,2099.4420512820516,28.302857142857142
112698,32,28.302857142857142,1959.5733333333335,0.0,2099.4420512820516,0,0.0,0.0,0.0,0.0,32,2099.4420512820516,28.302857142857142
112862,24,21.22714285714286,1469.68,0.0,1574.5815384615387,0,0.0,0.0,0.0,0.0,24,1574.5815384615387,21.22714285714286
112863,24,21.22714285714286,1469.68,0.0,1574.5815384615387,0,0.0,0.0,0.0,0.0,24,1574.5815384615387,21.22714285714286
112864,24,21.22714285714286,1469.68,0.0,1574.5815384615387,0,0.0,0.0,0.0,0.0,24,1574.5815384615387,21.22714285714286
112865,24,21.22714285714286,1469.68,0.0,1574.5815384615387,0,0.0,0.0,0.0,0.0,24,1574.5815384615387,21.22714285714286
112866,24,21.22714285714286,1469.68,0.0,1574.5815384615387,0,0.0,0.0,0.0,0.0,24,1574.5815384615387,21.22714285714286
112867,24,21.22714285714286,1469.68,0.0,1574.5815384615387,0,0.0,0.0,0.0,0.0,24,1574.5815384615387,21.22714285714286
112868,24,21.22714285714286,1469.68,0.0,1574.5815384615387,0,0.0,0.0,0.0,0.0,24,1574.5815384615387,21.22714285714286
112872,4,3.537857142857143,244.9466666666667,0.0,262.43025641025645,0,0.0,0.0,0.0,0.0,4,262.43025641025645,3.537857142857143
112873,4,3.537857142857143,244.9466666666667,0.0,262.43025641025645,0,0.0,0.0,0.0,0.0,4,262.43025641025645,3.537857142857143
112932,12,10.61357142857143,734.84,0.0,787.2907692307693,0,0.0,0.0,0.0,0.0,12,787.2907692307693,10.61357142857143
112933,12,10.61357142857143,734.84,0.0,787.2907692307693,0,0.0,0.0,0.0,0.0,12,787.2907692307693,10.61357142857143
112934,12,10.61357142857143,734.84,0.0,787.2907692307693,0,0.0,0.0,0.0,0.0,12,787.2907692307693,10.61357142857143
112935,12,10.61357142857143,734.84,0.0,787.2907692307693,0,0.0,0.0,0.0,0.0,12,787.2907692307693,10.61357142857143
112936,12,10.61357142857143,734.84,0.0,787.2907692307693,0,0.0,0.0,0.0,0.0,12,787.2907692307693,10.61357142857143
112937,12,10.61357142857143,734.84,0.0,787.2907692307693,0,0.0,0.0,0.0,0.0,12,787.2907692307693,10.61357142857143
112938,12,10.61357142857143,734.84,0.0,787.2907692307693,0,0.0,0.0,0.0,0.0,12,787.2907692307693,10.61357142857143
112939,12,10.61357142857143,734.84,0.0,787.2907692307693,0,0.0,0.0,0.0,0.0,12,787.2907692307693,10.61357142857143
112940,12,10.61357142857143,734.84,0.0,787.2907692307693,0,0.0,0.0,0.0,0.0,12,787.2907692307693,10.61357142857143
112941,12,10.61357142857143,734.84,0.0,787.2907692307693,0,0.0,0.0,0.0,0.0,12,787.2907692307693,10.61357142857143
112945,12,42.014634146341464,3111.190243902439,0.0,3111.190243902439,41,143.55,10629.9,0.0,10629.9,-29,-7518.709756097561,-101.53536585365855
112952,22,19.458214285714284,1347.2066666666667,0.0,1443.3664102564105,0,0.0,0.0,0.0,0.0,22,1443.3664102564105,19.458214285714284
112953,22,19.458214285714284,1347.2066666666667,0.0,1443.3664102564105,0,0.0,0.0,0.0,0.0,22,1443.3664102564105,19.458214285714284
112954,22,19.458214285714284,1347.2066666666667,0.0,1443.3664102564105,0,0.0,0.0,0.0,0.0,22,1443.3664102564105,19.458214285714284
112955,22,19.458214285714284,1347.2066666666667,0.0,1443.3664102564105,0,0.0,0.0,0.0,0.0,22,1443.3664102564105,19.458214285714284
112956,22,19.458214285714284,1347.2066666666667,0.0,1443.3664102564105,0,0.0,0.0,0.0,0.0,22,1443.3664102564105,19.458214285714284
112957,22,19.458214285714284,1347.2066666666667,0.0,1443.3664102564105,0,0.0,0.0,0.0,0.0,22,1443.3664102564105,19.458214285714284
112958,22,19.458214285714284,1347.2066666666667,0.0,1443.3664102564105,0,0.0,0.0,0.0,0.0,22,1443.3664102564105,19.458214285714284
112959,22,19.458214285714284,1347.2066666666667,0.0,1443.3664102564105,0,0.0,0.0,0.0,0.0,22,1443.3664102564105,19.458214285714284
112960,22,19.458214285714284,1347.2066666666667,0.0,1443.3664102564105,0,0.0,0.0,0.0,0.0,22,1443.3664102564105,19.458214285714284
112961,22,19.458214285714284,1347.2066666666667,0.0,1443.3664102564105,0,0.0,0.0,0.0,0.0,22,1443.3664102564105,19.458214285714284
112962,66,58.37464285714286,4041.62,0.0,4330.099230769231,0,0.0,0.0,0.0,0.0,66,4330.099230769231,58.37464285714286
112963,66,58.37464285714286,4041.62,0.0,4330.099230769231,0,0.0,0.0,0.0,0.0,66,4330.099230769231,58.37464285714286
112964,66,58.37464285714286,4041.62,0.0,4330.099230769231,0,0.0,0.0,0.0,0.0,66,4330.099230769231,58.37464285714286
112965,66,58.37464285714286,4041.62,0.0,4330.099230769231,0,0.0,0.0,0.0,0.0,66,4330.099230769231,58.37464285714286
112966,8,7.075714285714286,489.8933333333334,0.0,524.8605128205129,0,0.0,0.0,0.0,0.0,8,524.8605128205129,7.075714285714286
112967,12,10.61357142857143,734.84,0.0,787.2907692307693,0,0.0,0.0,0.0,0.0,12,787.2907692307693,10.61357142857143
112968,66,58.37464285714286,4041.62,0.0,4330.099230769231,0,0.0,0.0,0.0,0.0,66,4330.099230769231,58.37464285714286
112969,66,58.37464285714286,4041.62,0.0,4330.099230769231,0,0.0,0.0,0.0,0.0,66,4330.099230769231,58.37464285714286
112970,66,58.37464285714286,4041.62,0.0,4330.099230769231,0,0.0,0.0,0.0,0.0,66,4330.099230769231,58.37464285714286
112971,66,58.37464285714286,4041.62,0.0,4330.099230769231,0,0.0,0.0,0.0,0.0,66,4330.099230769231,58.37464285714286
112972,66,58.37464285714286,4041.62,0.0,4330.099230769231,0,0.0,0.0,0.0,0.0,66,4330.099230769231,58.37464285714286
112979,4,7.653333333333333,539.1333333333333,0.0,539.1333333333333,6,11.48,808.7,0.0,808.7,-2,-269.5666666666667,-3.826666666666667
112981,4,5.874285714285714,422.1542857142857,0.0,422.1542857142857,7,10.28,738.77,0.0,738.77,-3,-316.61571428571426,-4.405714285714286
112982,4,11.331428571428571,816.7428571428571,1008.5714285714286,1825.314285714286,7,19.83,1429.3,1765.0,3194.3,-3,-1368.9857142857143,-8.498571428571427
112983,4,11.888,846.64,0.0,846.64,5,14.86,1058.3,0.0,1058.3,-1,-211.65999999999997,-2.9719999999999995
112984,4,8.388571428571428,603.0171428571429,0.0,603.0171428571429,7,14.68,1055.28,0.0,1055.28,-3,-452.2628571428571,-6.291428571428572
112985,4,12.040000000000001,862.856,0.0,862.856,5,15.05,1078.57,0.0,1078.57,-1,-215.71399999999994,-3.01
112986,4,8.751999999999999,622.48,0.0,622.48,5,10.94,778.1,0.0,778.1,-1,-155.62,-2.1880000000000006
112987,4,8.026666666666666,566.9933333333333,0.0,566.9933333333333,6,12.04,850.49,0.0,850.49,-2,-283.49666666666667,-4.013333333333334
112988,4,6.566666666666666,461.78666666666663,0.0,461.78666666666663,6,9.85,692.68,0.0,692.68,-2,-230.89333333333332,-3.283333333333333
112989,4,7.885714285714286,564.76,0.0,564.76,7,13.8,988.33,0.0,988.33,-3,-423.57000000000005,-5.914285714285715
112990,4,7.086666666666667,502.43333333333334,0.0,502.43333333333334,6,10.63,753.65,0.0,753.65,-2,-251.21666666666664,-3.543333333333334
112991,4,6.653333333333333,472.34,0.0,472.34,6,9.98,708.51,0.0,708.51,-2,-236.17000000000002,-3.326666666666667
112992,4,9.086666666666668,644.12,0.0,644.12,6,13.63,966.18,0.0,966.18,-2,-322.05999999999995,-4.543333333333333
112993,4,7.3933333333333335,524.5933333333334,0.0,524.5933333333334,6,11.09,786.89,0.0,786.89,-2,-262.2966666666666,-3.6966666666666663
112994,4,8.78,636.6466666666666,0.0,636.6466666666666,6,13.17,954.97,0.0,954.97,-2,-318.3233333333334,-4.390000000000001
112995,4,8.971428571428572,657.76,0.0,657.76,7,15.7,1151.08,0.0,1151.08,-3,-493.31999999999994,-6.728571428571428
112996,4,9.093333333333334,661.6066666666667,0.0,661.6066666666667,6,13.64,992.41,0.0,992.41,-2,-330.8033333333333,-4.546666666666667
112997,4,7.233333333333333,525.9933333333333,0.0,525.9933333333333,6,10.85,788.99,0.0,788.99,-2,-262.99666666666667,-3.6166666666666663
112998,4,9.751112000000001,695.2399999999999,0.0,695.2399999999999,3,7.313334,521.43,0.0,521.43,1,173.80999999999995,2.4377780000000007
113004,12,10.61357142857143,734.84,0.0,787.2907692307693,0,0.0,0.0,0.0,0.0,12,787.2907692307693,10.61357142857143
113005,12,10.61357142857143,734.84,0.0,787.2907692307693,0,0.0,0.0,0.0,0.0,12,787.2907692307693,10.61357142857143
113108,4,3.537857142857143,244.9466666666667,0.0,262.43025641025645,0,0.0,0.0,0.0,0.0,4,262.43025641025645,3.537857142857143
113110,12,10.61357142857143,734.84,0.0,787.2907692307693,0,0.0,0.0,0.0,0.0,12,787.2907692307693,10.61357142857143
113111,4,3.537857142857143,244.9466666666667,0.0,262.43025641025645,0,0.0,0.0,0.0,0.0,4,262.43025641025645,3.537857142857143
113113,12,10.61357142857143,734.84,0.0,787.2907692307693,0,0.0,0.0,0.0,0.0,12,787.2907692307693,10.61357142857143
113157,30,26.53392857142857,1837.1000000000001,0.0,1968.2269230769234,0,0.0,0.0,0.0,0.0,30,1968.2269230769234,26.53392857142857
113236,4,13.406666666666666,955.1999999999999,0.0,955.1999999999999,6,20.11,1432.8,0.0,1432.8,-2,-477.6,-6.703333333333333
113237,4,6.097142857142857,438.9771428571429,0.0,438.9771428571429,7,10.67,768.21,0.0,768.21,-3,-329.23285714285714,-4.572857142857143
113239,22,19.458214285714284,1347.2066666666667,0.0,1443.3664102564105,0,0.0,0.0,0.0,0.0,22,1443.3664102564105,19.458214285714284
113242,24,21.22714285714286,1469.68,0.0,1574.5815384615387,0,0.0,0.0,0.0,0.0,24,1574.5815384615387,21.22714285714286
113243,24,21.22714285714286,1469.68,0.0,1574.5815384615387,0,0.0,0.0,0.0,0.0,24,1574.5815384615387,21.22714285714286
113244,30,282.7714285714286,17139.857142857145,0.0,17139.857142857145,7,65.98,3999.3,0.0,3999.3,23,13140.557142857146,216.79142857142858
113248,24,21.22714285714286,1469.68,0.0,1574.5815384615387,0,0.0,0.0,0.0,0.0,24,1574.5815384615387,21.22714285714286
113253,427,564.4843526949153,41298.20966101696,0.0,41298.20966101696,59,77.996667,5706.31,0.0,5706.31,368,35591.89966101696,486.4876856949153
113254,16,4.5600000000000005,329.28,0.0,329.28,2,0.5700000000000001,41.16,0.0,41.16,14,288.12,3.99
113256,427,524.2038481206896,38088.54724137931,0.0,38088.54724137931,58,71.203333,5173.62,0.0,5173.62,369,32914.92724137931,453.0005151206896
113257,16,29.6,2213.08,0.0,2213.08,4,7.4,553.27,0.0,553.27,12,1659.81,22.200000000000003
113258,427,553.43203125,40852.0240625,0.0,40852.0240625,64,82.95,6123.02,0.0,6123.02,363,34729.0040625,470.48203125000003
113261,427,414.7096318888889,30058.698888888888,0.0,30058.698888888888,63,61.186667,4434.89,0.0,4434.89,364,25623.80888888889,353.5229648888889
113263,427,554.3573913043477,40161.94913043478,0.0,40161.94913043478,46,59.72,4326.58,0.0,4326.58,381,35835.36913043478,494.6373913043477
113264,16,42.98666666666666,3168.48,0.0,3168.48,3,8.059999999999999,594.09,0.0,594.09,13,2574.39,34.92666666666666
113266,427,566.3087499999999,41492.505000000005,0.0,41492.505000000005,56,74.27,5441.64,0.0,5441.64,371,36050.865000000005,492.03874999999994
113267,16,12.68,937.44,0.0,937.44,4,3.17,234.36,0.0,234.36,12,703.08,9.51
113293,12,13.389484,887.6,0.0,887.6,3,3.347371,221.9,0.0,221.9,9,665.7,10.042113
113294,12,13.389484,887.6,0.0,887.6,3,3.347371,221.9,0.0,221.9,9,665.7,10.042113
113295,12,13.389484,887.6,0.0,887.6,3,3.347371,221.9,0.0,221.9,9,665.7,10.042113
113296,12,13.389484,887.6,0.0,887.6,3,3.347371,221.9,0.0,221.9,9,665.7,10.042113
113297,12,13.389484,887.6,0.0,887.6,3,3.347371,221.9,0.0,221.9,9,665.7,10.042113
113298,12,13.389484,887.6,0.0,887.6,3,3.347371,221.9,0.0,221.9,9,665.7,10.042113
113308,24,21.22714285714286,1469.68,0.0,1574.5815384615387,0,0.0,0.0,0.0,0.0,24,1574.5815384615387,21.22714285714286
113309,8,25.066666666666666,1938.32,0.0,1938.32,3,9.4,726.87,0.0,726.87,5,1211.4499999999998,15.666666666666666
113310,12,20.314285714285713,1486.3885714285716,0.0,1486.3885714285716,7,11.85,867.0600000000001,0.0,867.0600000000001,5,619.3285714285715,8.464285714285714
113311,12,13.680000000000001,998.9314285714287,0.0,998.9314285714287,7,7.98,582.71,0.0,582.71,5,416.22142857142865,5.700000000000001
113312,12,16.662857142857142,1217.1771428571428,0.0,1217.1771428571428,7,9.72,710.02,0.0,710.02,5,507.15714285714284,6.942857142857141
113334,30,368.52857142857147,22097.1,0.0,22097.1,7,85.99000000000001,5155.99,0.0,5155.99,23,16941.11,282.53857142857146
113352,24,21.22714285714286,1469.68,0.0,1574.5815384615387,0,0.0,0.0,0.0,0.0,24,1574.5815384615387,21.22714285714286
113353,23,34.20235294117647,2231.6223529411764,0.0,2231.6223529411764,17,25.28,1649.46,0.0,1649.46,6,582.1623529411763,8.92235294117647
113401,14,13.68,1003.5600000000001,0.0,1003.5600000000001,7,6.84,501.78,0.0,501.78,7,501.7800000000001,6.84
113402,14,20.04,1466.74,0.0,1466.74,7,10.02,733.37,0.0,733.37,7,733.37,10.02
113403,8,15.531162790697675,1111.079069767442,96.45395348837211,1207.533023255814,43,83.48,5972.05,518.44,6490.49,-35,-5282.956976744186,-67.94883720930233
113404,47,85.84977272727274,6138.007727272728,2847.516363636364,8985.52409090909,44,80.37,5746.22,2665.76,8411.98,3,573.5440909090903,5.4797727272727315
113406,43,58.1762695,3897.417619047619,0.0,3897.417619047619,42,56.823333,3806.78,0.0,3806.78,1,90.63761904761895,1.3529364999999984
113407,43,58.1762695,3897.417619047619,0.0,3897.417619047619,42,56.823333,3806.78,0.0,3806.78,1,90.63761904761895,1.3529364999999984
113408,43,58.1762695,3897.417619047619,0.0,3897.417619047619,42,56.823333,3806.78,0.0,3806.78,1,90.63761904761895,1.3529364999999984
113409,43,58.1762695,3897.417619047619,0.0,3897.417619047619,42,56.823333,3806.78,0.0,3806.78,1,90.63761904761895,1.3529364999999984
113410,43,58.176271547619045,3897.417619047619,0.0,3897.417619047619,42,56.823335,3806.78,0.0,3806.78,1,90.63761904761895,1.352936547619045
113411,4,8.895833999999999,646.53,0.0,646.53,4,8.895833999999999,646.53,0.0,646.53,0,0.0,0.0
113412,4,8.895833999999999,646.53,0.0,646.53,4,8.895833999999999,646.53,0.0,646.53,0,0.0,0.0
113414,4,5.258566,375.06,0.0,375.06,4,5.258566,375.06,0.0,375.06,0,0.0,0.0
113415,4,5.258563,375.06,0.0,375.06,4,5.258563,375.06,0.0,375.06,0,0.0,0.0
113455,12,13.345338782608694,986.8799999999999,0.0,986.8799999999999,23,25.578566,1891.52,0.0,1891.52,-11,-904.6400000000001,-12.233227217391304
113456,12,15.012849,1090.665,0.0,1090.665,8,10.008566,727.1099999999999,0.0,727.1099999999999,4,363.55500000000006,5.004282999999999
113457,12,15.012849,1090.665,0.0,1090.665,8,10.008566,727.1099999999999,0.0,727.1099999999999,4,363.55500000000006,5.004282999999999
113458,12,16.130760000000002,1170.4499999999998,0.0,1170.4499999999998,8,10.75384,780.3,0.0,780.3,4,390.14999999999986,5.376920000000002
113459,12,14.495909454545455,1072.9309090909092,0.0,1072.9309090909092,22,26.575834,1967.04,0.0,1967.04,-10,-894.1090909090908,-12.079924545454546
113460,12,29.468747999999998,2149.695,0.0,2149.695,8,19.645832,1433.13,0.0,1433.13,4,716.565,9.822916
113471,63,61.75211538461539,4007.4300000000003,277.2605769230769,4284.690576923077,52,50.97,3307.7200000000003,228.85,3536.57,11,748.1205769230769,10.782115384615388
113478,21,22.761666666666667,1481.2816666666668,0.0,1481.2816666666668,18,19.51,1269.67,0.0,1269.67,3,211.61166666666668,3.251666666666665
113479,24,21.22714285714286,1469.68,0.0,1574.5815384615387,0,0.0,0.0,0.0,0.0,24,1574.5815384615387,21.22714285714286
113480,24,21.22714285714286,1469.68,0.0,1574.5815384615387,0,0.0,0.0,0.0,0.0,24,1574.5815384615387,21.22714285714286
113481,24,21.22714285714286,1469.68,0.0,1574.5815384615387,0,0.0,0.0,0.0,0.0,24,1574.5815384615387,21.22714285714286
113482,24,21.22714285714286,1469.68,0.0,1574.5815384615387,0,0.0,0.0,0.0,0.0,24,1574.5815384615387,21.22714285714286
113508,103,91.09982142857143,6307.376666666667,0.0,6757.579102564104,0,0.0,0.0,0.0,0.0,103,6757.579102564104,91.09982142857143
113509,103,91.09982142857143,6307.376666666667,0.0,6757.579102564104,0,0.0,0.0,0.0,0.0,103,6757.579102564104,91.09982142857143
113510,103,91.09982142857143,6307.376666666667,0.0,6757.579102564104,0,0.0,0.0,0.0,0.0,103,6757.579102564104,91.09982142857143
113511,103,91.09982142857143,6307.376666666667,0.0,6757.579102564104,0,0.0,0.0,0.0,0.0,103,6757.579102564104,91.09982142857143
113512,103,91.09982142857143,6307.376666666667,0.0,6757.579102564104,0,0.0,0.0,0.0,0.0,103,6757.579102564104,91.09982142857143
113513,103,91.09982142857143,6307.376666666667,0.0,6757.579102564104,0,0.0,0.0,0.0,0.0,103,6757.579102564104,91.09982142857143
113514,30,26.53392857142857,1837.1000000000001,0.0,1968.2269230769234,0,0.0,0.0,0.0,0.0,30,1968.2269230769234,26.53392857142857
113515,546,482.9175,33435.22,0.0,35821.73000000001,0,0.0,0.0,0.0,0.0,546,35821.73000000001,482.9175
113517,546,482.9175,33435.22,0.0,35821.73000000001,0,0.0,0.0,0.0,0.0,546,35821.73000000001,482.9175
113518,273,241.45875,16717.61,0.0,17910.865,0,0.0,0.0,0.0,0.0,273,17910.865,241.45875
113519,546,482.9175,33435.22,0.0,35821.73000000001,0,0.0,0.0,0.0,0.0,546,35821.73000000001,482.9175
113520,273,241.45875,16717.61,0.0,17910.865,0,0.0,0.0,0.0,0.0,273,17910.865,241.45875
113521,546,482.9175,33435.22,0.0,35821.73000000001,0,0.0,0.0,0.0,0.0,546,35821.73000000001,482.9175
113523,546,482.9175,33435.22,0.0,35821.73000000001,0,0.0,0.0,0.0,0.0,546,35821.73000000001,482.9175
113524,273,241.45875,16717.61,0.0,17910.865,0,0.0,0.0,0.0,0.0,273,17910.865,241.45875
113525,546,482.9175,33435.22,0.0,35821.73000000001,0,0.0,0.0,0.0,0.0,546,35821.73000000001,482.9175
113527,278,245.88107142857143,17023.793333333335,0.0,18238.902820512823,0,0.0,0.0,0.0,0.0,278,18238.902820512823,245.88107142857143
113529,278,245.88107142857143,17023.793333333335,0.0,18238.902820512823,0,0.0,0.0,0.0,0.0,278,18238.902820512823,245.88107142857143
113545,28,24.765,1714.6266666666668,0.0,1837.0117948717952,0,0.0,0.0,0.0,0.0,28,1837.0117948717952,24.765
113546,32,28.302857142857142,1959.5733333333335,0.0,2099.4420512820516,0,0.0,0.0,0.0,0.0,32,2099.4420512820516,28.302857142857142
113564,103,91.09982142857143,6307.376666666667,0.0,6757.579102564104,0,0.0,0.0,0.0,0.0,103,6757.579102564104,91.09982142857143
113565,103,91.09982142857143,6307.376666666667,0.0,6757.579102564104,0,0.0,0.0,0.0,0.0,103,6757.579102564104,91.09982142857143
113566,103,91.09982142857143,6307.376666666667,0.0,6757.579102564104,0,0.0,0.0,0.0,0.0,103,6757.579102564104,91.09982142857143
113573,43,38.03196428571429,2633.1766666666667,0.0,2821.125256410257,0,0.0,0.0,0.0,0.0,43,2821.125256410257,38.03196428571429
113574,43,38.03196428571429,2633.1766666666667,0.0,2821.125256410257,0,0.0,0.0,0.0,0.0,43,2821.125256410257,38.03196428571429
113575,43,38.03196428571429,2633.1766666666667,0.0,2821.125256410257,0,0.0,0.0,0.0,0.0,43,2821.125256410257,38.03196428571429
113576,43,38.03196428571429,2633.1766666666667,0.0,2821.125256410257,0,0.0,0.0,0.0,0.0,43,2821.125256410257,38.03196428571429
113577,43,38.03196428571429,2633.1766666666667,0.0,2821.125256410257,0,0.0,0.0,0.0,0.0,43,2821.125256410257,38.03196428571429
113578,43,38.03196428571429,2633.1766666666667,0.0,2821.125256410257,0,0.0,0.0,0.0,0.0,43,2821.125256410257,38.03196428571429
113608,24,21.22714285714286,1469.68,0.0,1574.5815384615387,0,0.0,0.0,0.0,0.0,24,1574.5815384615387,21.22714285714286
113609,24,21.22714285714286,1469.68,0.0,1574.5815384615387,0,0.0,0.0,0.0,0.0,24,1574.5815384615387,21.22714285714286
113610,24,21.22714285714286,1469.68,0.0,1574.5815384615387,0,0.0,0.0,0.0,0.0,24,1574.5815384615387,21.22714285714286
113611,43,152.005,10670.88,0.0,10670.88,3,10.605,744.48,0.0,744.48,40,9926.4,141.4
113612,43,124.53107142857144,8227.988571428572,0.0,8227.988571428572,42,121.635,8036.64,0.0,8036.64,1,191.34857142857163,2.8960714285714317
113614,52,45.99214285714286,3184.306666666667,0.0,3411.593333333334,0,0.0,0.0,0.0,0.0,52,3411.593333333334,45.99214285714286
113615,52,45.99214285714286,3184.306666666667,0.0,3411.593333333334,0,0.0,0.0,0.0,0.0,52,3411.593333333334,45.99214285714286
113619,30,26.53392857142857,1837.1000000000001,0.0,1968.2269230769234,0,0.0,0.0,0.0,0.0,30,1968.2269230769234,26.53392857142857
113636,4,3.6168888888888895,265.9493333333333,2.8017777777777777,268.7511111111111,45,40.690000000000005,2991.93,31.52,3023.45,-41,-2754.6988888888886,-37.07311111111112
113637,24,21.22714285714286,1469.68,0.0,1574.5815384615387,0,0.0,0.0,0.0,0.0,24,1574.5815384615387,21.22714285714286
113638,43,38.03196428571429,2633.1766666666667,0.0,2821.125256410257,0,0.0,0.0,0.0,0.0,43,2821.125256410257,38.03196428571429
113651,103,91.09982142857143,6307.376666666667,0.0,6757.579102564104,0,0.0,0.0,0.0,0.0,103,6757.579102564104,91.09982142857143
113652,103,91.09982142857143,6307.376666666667,0.0,6757.579102564104,0,0.0,0.0,0.0,0.0,103,6757.579102564104,91.09982142857143
113653,103,91.09982142857143,6307.376666666667,0.0,6757.579102564104,0,0.0,0.0,0.0,0.0,103,6757.579102564104,91.09982142857143
113654,103,91.09982142857143,6307.376666666667,0.0,6757.579102564104,0,0.0,0.0,0.0,0.0,103,6757.579102564104,91.09982142857143
113655,103,91.09982142857143,6307.376666666667,0.0,6757.579102564104,0,0.0,0.0,0.0,0.0,103,6757.579102564104,91.09982142857143
113659,103,91.09982142857143,6307.376666666667,0.0,6757.579102564104,0,0.0,0.0,0.0,0.0,103,6757.579102564104,91.09982142857143
113699,24,21.22714285714286,1469.68,0.0,1574.5815384615387,0,0.0,0.0,0.0,0.0,24,1574.5815384615387,21.22714285714286
113703,20,17.689285714285717,1224.7333333333333,0.0,1312.1512820512824,0,0.0,0.0,0.0,0.0,20,1312.1512820512824,17.689285714285717
113704,20,17.689285714285717,1224.7333333333333,0.0,1312.1512820512824,0,0.0,0.0,0.0,0.0,20,1312.1512820512824,17.689285714285717
113705,8,7.075714285714286,489.8933333333334,0.0,524.8605128205129,0,0.0,0.0,0.0,0.0,8,524.8605128205129,7.075714285714286
113709,24,21.22714285714286,1469.68,0.0,1574.5815384615387,0,0.0,0.0,0.0,0.0,24,1574.5815384615387,21.22714285714286
113710,24,21.22714285714286,1469.68,0.0,1574.5815384615387,0,0.0,0.0,0.0,0.0,24,1574.5815384615387,21.22714285714286
113711,24,21.22714285714286,1469.68,0.0,1574.5815384615387,0,0.0,0.0,0.0,0.0,24,1574.5815384615387,21.22714285714286
113712,24,21.22714285714286,1469.68,0.0,1574.5815384615387,0,0.0,0.0,0.0,0.0,24,1574.5815384615387,21.22714285714286
113713,69,61.028035714285714,4225.33,0.0,4526.921923076924,0,0.0,0.0,0.0,0.0,69,4526.921923076924,61.028035714285714
113714,69,61.028035714285714,4225.33,0.0,4526.921923076924,0,0.0,0.0,0.0,0.0,69,4526.921923076924,61.028035714285714
113834,69,61.028035714285714,4225.33,0.0,4526.921923076924,0,0.0,0.0,0.0,0.0,69,4526.921923076924,61.028035714285714
113835,69,61.028035714285714,4225.33,0.0,4526.921923076924,0,0.0,0.0,0.0,0.0,69,4526.921923076924,61.028035714285714
113836,761,673.0773214285714,46601.10333333333,0.0,49927.35628205129,0,0.0,0.0,0.0,0.0,761,49927.35628205129,673.0773214285714
113850,30,26.53392857142857,1837.1000000000001,0.0,1968.2269230769234,0,0.0,0.0,0.0,0.0,30,1968.2269230769234,26.53392857142857
113906,24,21.22714285714286,1469.68,0.0,1574.5815384615387,0,0.0,0.0,0.0,0.0,24,1574.5815384615387,21.22714285714286
113907,24,21.22714285714286,1469.68,0.0,1574.5815384615387,0,0.0,0.0,0.0,0.0,24,1574.5815384615387,21.22714285714286
113908,24,21.22714285714286,1469.68,0.0,1574.5815384615387,0,0.0,0.0,0.0,0.0,24,1574.5815384615387,21.22714285714286
113909,24,21.22714285714286,1469.68,0.0,1574.5815384615387,0,0.0,0.0,0.0,0.0,24,1574.5815384615387,21.22714285714286
113910,24,21.22714285714286,1469.68,0.0,1574.5815384615387,0,0.0,0.0,0.0,0.0,24,1574.5815384615387,21.22714285714286
113911,4,3.537857142857143,244.9466666666667,0.0,262.43025641025645,0,0.0,0.0,0.0,0.0,4,262.43025641025645,3.537857142857143
113912,60,53.06785714285714,3674.2,0.0,3936.453846153847,0,0.0,0.0,0.0,0.0,60,3936.453846153847,53.06785714285714
113913,60,53.06785714285714,3674.2,0.0,3936.453846153847,0,0.0,0.0,0.0,0.0,60,3936.453846153847,53.06785714285714
113914,60,53.06785714285714,3674.2,0.0,3936.453846153847,0,0.0,0.0,0.0,0.0,60,3936.453846153847,53.06785714285714
113915,60,53.06785714285714,3674.2,0.0,3936.453846153847,0,0.0,0.0,0.0,0.0,60,3936.453846153847,53.06785714285714
113916,60,53.06785714285714,3674.2,0.0,3936.453846153847,0,0.0,0.0,0.0,0.0,60,3936.453846153847,53.06785714285714
113918,60,53.06785714285714,3674.2,0.0,3936.453846153847,0,0.0,0.0,0.0,0.0,60,3936.453846153847,53.06785714285714
113919,60,53.06785714285714,3674.2,0.0,3936.453846153847,0,0.0,0.0,0.0,0.0,60,3936.453846153847,53.06785714285714
