__id_std_norm,expected_events_sum,exp_labor_hours_total,exp_labor_cost_total,exp_material_cost_total,exp_total_cost,actual_pm_count,labor_hours_sum,labor_cost_sum,materials_cost_sum,total_task_cost_sum,expected_events_gap,expected_total_cost_gap,expected_labor_hours_gap
100470,2,1.7689285714285714,122.47333333333334,0.0,131.21512820512822,0,0.0,0.0,0.0,0.0,2,131.21512820512822,1.7689285714285714
100471,23,20.34267857142857,1408.4433333333334,0.0,1508.9739743589746,0,0.0,0.0,0.0,0.0,23,1508.9739743589746,20.34267857142857
100472,23,20.34267857142857,1408.4433333333334,0.0,1508.9739743589746,0,0.0,0.0,0.0,0.0,23,1508.9739743589746,20.34267857142857
100473,23,20.34267857142857,1408.4433333333334,0.0,1508.9739743589746,0,0.0,0.0,0.0,0.0,23,1508.9739743589746,20.34267857142857
100474,23,20.34267857142857,1408.4433333333334,0.0,1508.9739743589746,0,0.0,0.0,0.0,0.0,23,1508.9739743589746,20.34267857142857
100478,15,13.266964285714286,918.5500000000001,0.0,984.1134615384617,0,0.0,0.0,0.0,0.0,15,984.1134615384617,13.266964285714286
100482,43,38.03196428571429,2633.1766666666667,0.0,2821.125256410257,0,0.0,0.0,0.0,0.0,43,2821.125256410257,38.03196428571429
100509,20,9.27451076923077,659.4615384615385,0.0,659.4615384615385,13,6.028432,428.65,0.0,428.65,7,230.81153846153848,3.2460787692307695
100513,1,0.8844642857142857,61.23666666666667,0.0,65.60756410256411,0,0.0,0.0,0.0,0.0,1,65.60756410256411,0.8844642857142857
100515,2,1.7689285714285714,122.47333333333334,0.0,131.21512820512822,0,0.0,0.0,0.0,0.0,2,131.21512820512822,1.7689285714285714
100520,15,13.266964285714286,918.5500000000001,0.0,984.1134615384617,0,0.0,0.0,0.0,0.0,15,984.1134615384617,13.266964285714286
100523,20,17.689285714285713,1224.7333333333333,0.0,1312.1512820512821,0,0.0,0.0,0.0,0.0,20,1312.1512820512821,17.689285714285713
100529,8,7.075714285714286,489.8933333333334,0.0,524.8605128205129,0,0.0,0.0,0.0,0.0,8,524.8605128205129,7.075714285714286
100531,2,1.7689285714285714,122.47333333333334,0.0,131.21512820512822,0,0.0,0.0,0.0,0.0,2,131.21512820512822,1.7689285714285714
100533,20,17.689285714285713,1224.7333333333333,0.0,1312.1512820512821,0,0.0,0.0,0.0,0.0,20,1312.1512820512821,17.689285714285713
100541,20,17.689285714285713,1224.7333333333333,0.0,1312.1512820512821,0,0.0,0.0,0.0,0.0,20,1312.1512820512821,17.689285714285713
100542,15,13.266964285714286,918.5500000000001,0.0,984.1134615384617,0,0.0,0.0,0.0,0.0,15,984.1134615384617,13.266964285714286
100543,2,1.7689285714285714,122.47333333333334,0.0,131.21512820512822,0,0.0,0.0,0.0,0.0,2,131.21512820512822,1.7689285714285714
100544,4,3.537857142857143,244.9466666666667,0.0,262.43025641025645,0,0.0,0.0,0.0,0.0,4,262.43025641025645,3.537857142857143
100545,4,3.537857142857143,244.9466666666667,0.0,262.43025641025645,0,0.0,0.0,0.0,0.0,4,262.43025641025645,3.537857142857143
100546,195,172.47053571428572,11941.15,0.0,12793.475000000002,0,0.0,0.0,0.0,0.0,195,12793.475000000002,172.47053571428572
100553,20,17.689285714285713,1224.7333333333333,0.0,1312.1512820512821,0,0.0,0.0,0.0,0.0,20,1312.1512820512821,17.689285714285713
100554,15,13.266964285714286,918.5500000000001,0.0,984.1134615384617,0,0.0,0.0,0.0,0.0,15,984.1134615384617,13.266964285714286
100557,2,1.7689285714285714,122.47333333333334,0.0,131.21512820512822,0,0.0,0.0,0.0,0.0,2,131.21512820512822,1.7689285714285714
100564,15,13.266964285714286,918.5500000000001,0.0,984.1134615384617,0,0.0,0.0,0.0,0.0,15,984.1134615384617,13.266964285714286
100567,20,17.689285714285713,1224.7333333333333,0.0,1312.1512820512821,0,0.0,0.0,0.0,0.0,20,1312.1512820512821,17.689285714285713
100568,8,7.075714285714286,489.8933333333334,0.0,524.8605128205129,0,0.0,0.0,0.0,0.0,8,524.8605128205129,7.075714285714286
100571,2,1.7689285714285714,122.47333333333334,0.0,131.21512820512822,0,0.0,0.0,0.0,0.0,2,131.21512820512822,1.7689285714285714
100575,8,7.075714285714286,489.8933333333334,0.0,524.8605128205129,0,0.0,0.0,0.0,0.0,8,524.8605128205129,7.075714285714286
100576,15,13.266964285714286,918.5500000000001,0.0,984.1134615384617,0,0.0,0.0,0.0,0.0,15,984.1134615384617,13.266964285714286
100581,1,0.8844642857142857,61.23666666666667,0.0,65.60756410256411,0,0.0,0.0,0.0,0.0,1,65.60756410256411,0.8844642857142857
100586,8,7.075714285714286,489.8933333333334,0.0,524.8605128205129,0,0.0,0.0,0.0,0.0,8,524.8605128205129,7.075714285714286
100590,2,1.7689285714285714,122.47333333333334,0.0,131.21512820512822,0,0.0,0.0,0.0,0.0,2,131.21512820512822,1.7689285714285714
100593,15,13.266964285714286,918.5500000000001,0.0,984.1134615384617,0,0.0,0.0,0.0,0.0,15,984.1134615384617,13.266964285714286
100595,15,13.266964285714286,918.5500000000001,0.0,984.1134615384617,0,0.0,0.0,0.0,0.0,15,984.1134615384617,13.266964285714286
100603,8,7.075714285714286,489.8933333333334,0.0,524.8605128205129,0,0.0,0.0,0.0,0.0,8,524.8605128205129,7.075714285714286
100607,2,1.7689285714285714,122.47333333333334,0.0,131.21512820512822,0,0.0,0.0,0.0,0.0,2,131.21512820512822,1.7689285714285714
100610,15,13.266964285714286,918.5500000000001,0.0,984.1134615384617,0,0.0,0.0,0.0,0.0,15,984.1134615384617,13.266964285714286
100611,15,13.266964285714286,918.5500000000001,0.0,984.1134615384617,0,0.0,0.0,0.0,0.0,15,984.1134615384617,13.266964285714286
100619,2,1.7689285714285714,122.47333333333334,0.0,131.21512820512822,0,0.0,0.0,0.0,0.0,2,131.21512820512822,1.7689285714285714
100622,15,13.266964285714286,918.5500000000001,0.0,984.1134615384617,0,0.0,0.0,0.0,0.0,15,984.1134615384617,13.266964285714286
100623,51,45.10767857142857,3123.07,0.0,3345.9857692307696,0,0.0,0.0,0.0,0.0,51,3345.9857692307696,45.10767857142857
100632,2,1.7689285714285714,122.47333333333334,0.0,131.21512820512822,0,0.0,0.0,0.0,0.0,2,131.21512820512822,1.7689285714285714
100633,195,172.47053571428572,11941.15,0.0,12793.475000000002,0,0.0,0.0,0.0,0.0,195,12793.475000000002,172.47053571428572
100643,8,7.075714285714286,489.8933333333334,0.0,524.8605128205129,0,0.0,0.0,0.0,0.0,8,524.8605128205129,7.075714285714286
100644,15,13.266964285714286,918.5500000000001,0.0,984.1134615384617,0,0.0,0.0,0.0,0.0,15,984.1134615384617,13.266964285714286
100653,2,1.7689285714285714,122.47333333333334,0.0,131.21512820512822,0,0.0,0.0,0.0,0.0,2,131.21512820512822,1.7689285714285714
100658,8,7.075714285714286,489.8933333333334,0.0,524.8605128205129,0,0.0,0.0,0.0,0.0,8,524.8605128205129,7.075714285714286
100662,2,1.7689285714285714,122.47333333333334,0.0,131.21512820512822,0,0.0,0.0,0.0,0.0,2,131.21512820512822,1.7689285714285714
100666,15,13.266964285714286,918.5500000000001,0.0,984.1134615384617,0,0.0,0.0,0.0,0.0,15,984.1134615384617,13.266964285714286
100668,8,7.075714285714286,489.8933333333334,0.0,524.8605128205129,0,0.0,0.0,0.0,0.0,8,524.8605128205129,7.075714285714286
100675,2,1.7689285714285714,122.47333333333334,0.0,131.21512820512822,0,0.0,0.0,0.0,0.0,2,131.21512820512822,1.7689285714285714
100681,8,7.075714285714286,489.8933333333334,0.0,524.8605128205129,0,0.0,0.0,0.0,0.0,8,524.8605128205129,7.075714285714286
100682,15,13.266964285714286,918.5500000000001,0.0,984.1134615384617,0,0.0,0.0,0.0,0.0,15,984.1134615384617,13.266964285714286
100686,2,1.7689285714285714,122.47333333333334,0.0,131.21512820512822,0,0.0,0.0,0.0,0.0,2,131.21512820512822,1.7689285714285714
100689,20,17.689285714285713,1224.7333333333333,0.0,1312.1512820512821,0,0.0,0.0,0.0,0.0,20,1312.1512820512821,17.689285714285713
100690,20,17.689285714285713,1224.7333333333333,0.0,1312.1512820512821,0,0.0,0.0,0.0,0.0,20,1312.1512820512821,17.689285714285713
100694,8,7.075714285714286,489.8933333333334,0.0,524.8605128205129,0,0.0,0.0,0.0,0.0,8,524.8605128205129,7.075714285714286
100698,2,1.7689285714285714,122.47333333333334,0.0,131.21512820512822,0,0.0,0.0,0.0,0.0,2,131.21512820512822,1.7689285714285714
100701,15,13.266964285714286,918.5500000000001,0.0,984.1134615384617,0,0.0,0.0,0.0,0.0,15,984.1134615384617,13.266964285714286
100704,8,7.075714285714286,489.8933333333334,0.0,524.8605128205129,0,0.0,0.0,0.0,0.0,8,524.8605128205129,7.075714285714286
100710,2,1.7689285714285714,122.47333333333334,0.0,131.21512820512822,0,0.0,0.0,0.0,0.0,2,131.21512820512822,1.7689285714285714
100711,20,17.689285714285713,1224.7333333333333,0.0,1312.1512820512821,0,0.0,0.0,0.0,0.0,20,1312.1512820512821,17.689285714285713
100712,20,17.689285714285713,1224.7333333333333,0.0,1312.1512820512821,0,0.0,0.0,0.0,0.0,20,1312.1512820512821,17.689285714285713
100718,8,7.075714285714286,489.8933333333334,0.0,524.8605128205129,0,0.0,0.0,0.0,0.0,8,524.8605128205129,7.075714285714286
100722,2,1.7689285714285714,122.47333333333334,0.0,131.21512820512822,0,0.0,0.0,0.0,0.0,2,131.21512820512822,1.7689285714285714
100727,8,7.075714285714286,489.8933333333334,0.0,524.8605128205129,0,0.0,0.0,0.0,0.0,8,524.8605128205129,7.075714285714286
100731,2,1.7689285714285714,122.47333333333334,0.0,131.21512820512822,0,0.0,0.0,0.0,0.0,2,131.21512820512822,1.7689285714285714
100736,51,45.10767857142857,3123.07,0.0,3345.9857692307696,0,0.0,0.0,0.0,0.0,51,3345.9857692307696,45.10767857142857
100737,15,13.266964285714286,918.5500000000001,0.0,984.1134615384617,0,0.0,0.0,0.0,0.0,15,984.1134615384617,13.266964285714286
100739,8,7.075714285714286,489.8933333333334,0.0,524.8605128205129,0,0.0,0.0,0.0,0.0,8,524.8605128205129,7.075714285714286
100743,2,1.7689285714285714,122.47333333333334,0.0,131.21512820512822,0,0.0,0.0,0.0,0.0,2,131.21512820512822,1.7689285714285714
100747,15,13.266964285714286,918.5500000000001,0.0,984.1134615384617,0,0.0,0.0,0.0,0.0,15,984.1134615384617,13.266964285714286
100748,8,7.075714285714286,489.8933333333334,0.0,524.8605128205129,0,0.0,0.0,0.0,0.0,8,524.8605128205129,7.075714285714286
100751,2,1.7689285714285714,122.47333333333334,0.0,131.21512820512822,0,0.0,0.0,0.0,0.0,2,131.21512820512822,1.7689285714285714
100755,15,13.266964285714286,918.5500000000001,0.0,984.1134615384617,0,0.0,0.0,0.0,0.0,15,984.1134615384617,13.266964285714286
100756,1,0.8844642857142857,61.23666666666667,0.0,65.60756410256411,0,0.0,0.0,0.0,0.0,1,65.60756410256411,0.8844642857142857
100757,8,7.075714285714286,489.8933333333334,0.0,524.8605128205129,0,0.0,0.0,0.0,0.0,8,524.8605128205129,7.075714285714286
100760,20,17.689285714285713,1224.7333333333333,0.0,1312.1512820512821,0,0.0,0.0,0.0,0.0,20,1312.1512820512821,17.689285714285713
100761,20,17.689285714285713,1224.7333333333333,0.0,1312.1512820512821,0,0.0,0.0,0.0,0.0,20,1312.1512820512821,17.689285714285713
100772,2,1.7689285714285714,122.47333333333334,0.0,131.21512820512822,0,0.0,0.0,0.0,0.0,2,131.21512820512822,1.7689285714285714
100776,15,13.266964285714286,918.5500000000001,0.0,984.1134615384617,0,0.0,0.0,0.0,0.0,15,984.1134615384617,13.266964285714286
100779,8,7.075714285714286,489.8933333333334,0.0,524.8605128205129,0,0.0,0.0,0.0,0.0,8,524.8605128205129,7.075714285714286
100783,8,7.075714285714286,489.8933333333334,0.0,524.8605128205129,0,0.0,0.0,0.0,0.0,8,524.8605128205129,7.075714285714286
100785,20,100.0,7426.0,0.0,7426.0,1,5.0,371.3,0.0,371.3,19,7054.7,95.0
100786,20,17.689285714285713,1224.7333333333333,0.0,1312.1512820512821,0,0.0,0.0,0.0,0.0,20,1312.1512820512821,17.689285714285713
100787,20,17.689285714285713,1224.7333333333333,0.0,1312.1512820512821,0,0.0,0.0,0.0,0.0,20,1312.1512820512821,17.689285714285713
100789,2,1.7689285714285714,122.47333333333334,0.0,131.21512820512822,0,0.0,0.0,0.0,0.0,2,131.21512820512822,1.7689285714285714
100794,15,13.266964285714286,918.5500000000001,0.0,984.1134615384617,0,0.0,0.0,0.0,0.0,15,984.1134615384617,13.266964285714286
100803,129,976.7142857142857,72755.07857142857,0.0,72755.07857142857,7,53.0,3947.95,0.0,3947.95,122,68807.12857142858,923.7142857142857
100804,1,2.7777777777777777,195.0222222222222,0.0,195.0222222222222,90,250.0,17552.0,0.0,17552.0,-89,-17356.977777777778,-247.22222222222223
100808,1,0.904524,54.10666666666666,0.0,54.10666666666666,3,2.713572,162.32,0.0,162.32,-2,-108.21333333333334,-1.8090480000000002
100809,129,435.75,34167.149999999994,0.0,34167.149999999994,43,145.25,11389.05,0.0,11389.05,86,22778.099999999995,290.5
100811,51,468.1071428571429,33942.17571428572,0.0,33942.17571428572,7,64.25,4658.7300000000005,0.0,4658.7300000000005,44,29283.445714285717,403.8571428571429
100812,15,13.266964285714286,918.5500000000001,0.0,984.1134615384617,0,0.0,0.0,0.0,0.0,15,984.1134615384617,13.266964285714286
100813,1,0.8844642857142857,61.23666666666667,0.0,65.60756410256411,0,0.0,0.0,0.0,0.0,1,65.60756410256411,0.8844642857142857
100817,15,13.266964285714286,918.5500000000001,0.0,984.1134615384617,0,0.0,0.0,0.0,0.0,15,984.1134615384617,13.266964285714286
100824,4,3.537857142857143,244.9466666666667,0.0,262.43025641025645,0,0.0,0.0,0.0,0.0,4,262.43025641025645,3.537857142857143
100826,12,10.61357142857143,734.84,0.0,787.2907692307693,0,0.0,0.0,0.0,0.0,12,787.2907692307693,10.61357142857143
100828,4,3.537857142857143,244.9466666666667,0.0,262.43025641025645,0,0.0,0.0,0.0,0.0,4,262.43025641025645,3.537857142857143
100831,129,411.1875,27246.09,0.0,27246.09,8,25.5,1689.68,0.0,1689.68,121,25556.41,385.6875
100832,129,286.21875,19418.53125,0.0,19418.53125,8,17.75,1204.25,0.0,1204.25,121,18214.28125,268.46875
100833,129,999.75,71060.08,0.0,71060.08,6,46.5,3305.12,0.0,3305.12,123,67754.96,953.25
100834,129,612.75,38290.70142857143,0.0,38290.70142857143,7,33.25,2077.79,0.0,2077.79,122,36212.91142857143,579.5
100839,129,588.5625,43258.69875,0.0,43258.69875,8,36.5,2682.71,0.0,2682.71,121,40575.988750000004,552.0625
100842,129,635.7857142857143,46208.721428571436,0.0,46208.721428571436,7,34.5,2507.4500000000003,0.0,2507.4500000000003,122,43701.27142857144,601.2857142857143
100845,129,672.6428571428571,48128.61,0.0,48128.61,7,36.5,2611.63,0.0,2611.63,122,45516.98,636.1428571428571
100847,129,203.578125,14677.45875,0.0,14677.45875,8,12.625,910.23,0.0,910.23,121,13767.22875,190.953125
100854,69,61.028035714285714,4225.33,0.0,4526.921923076924,0,0.0,0.0,0.0,0.0,69,4526.921923076924,61.028035714285714
100855,69,61.028035714285714,4225.33,0.0,4526.921923076924,0,0.0,0.0,0.0,0.0,69,4526.921923076924,61.028035714285714
100856,43,38.03196428571429,2633.1766666666667,0.0,2821.125256410257,0,0.0,0.0,0.0,0.0,43,2821.125256410257,38.03196428571429
100858,51,45.10767857142857,3123.07,0.0,3345.9857692307696,0,0.0,0.0,0.0,0.0,51,3345.9857692307696,45.10767857142857
100860,47,41.56982142857143,2878.1233333333334,0.0,3083.5555128205133,0,0.0,0.0,0.0,0.0,47,3083.5555128205133,41.56982142857143
100862,129,426.1607142857143,35458.41428571429,0.0,35458.41428571429,7,23.125,1924.1,0.0,1924.1,122,33534.31428571429,403.0357142857143
100863,129,267.2142857142857,19318.487142857142,0.0,19318.487142857142,7,14.5,1048.29,0.0,1048.29,122,18270.19714285714,252.71428571428572
100864,129,114.09589285714286,7899.530000000001,0.0,8463.37576923077,0,0.0,0.0,0.0,0.0,129,8463.37576923077,114.09589285714286
100865,129,304.07142857142856,21877.294285714288,0.0,21877.294285714288,7,16.5,1187.14,0.0,1187.14,122,20690.15428571429,287.57142857142856
100867,129,600.65625,43146.307499999995,0.0,43146.307499999995,8,37.25,2675.74,0.0,2675.74,121,40470.5675,563.40625
100868,129,755.5714285714286,54473.56714285715,0.0,54473.56714285715,7,41.0,2955.9300000000003,0.0,2955.9300000000003,122,51517.63714285715,714.5714285714286
100869,129,598.9285714285714,43181.275714285715,0.0,43181.275714285715,7,32.5,2343.17,0.0,2343.17,122,40838.10571428572,566.4285714285714
100871,129,847.7142857142857,61566.54000000001,0.0,61566.54000000001,7,46.0,3340.82,0.0,3340.82,122,58225.72000000001,801.7142857142857
100874,129,654.2142857142857,46997.28,0.0,46997.28,7,35.5,2550.24,0.0,2550.24,122,44447.04,618.7142857142857
100877,129,886.875,65197.567500000005,0.0,65197.567500000005,8,55.0,4043.26,0.0,4043.26,121,61154.3075,831.875
100878,129,879.9642857142857,63229.53428571428,0.0,63229.53428571428,7,47.75,3431.06,0.0,3431.06,122,59798.474285714285,832.2142857142857
100879,129,426.1607142857143,35458.41428571429,0.0,35458.41428571429,7,23.125,1924.1,0.0,1924.1,122,33534.31428571429,403.0357142857143
100880,129,750.9642857142857,54003.63857142857,0.0,54003.63857142857,7,40.75,2930.43,0.0,2930.43,122,51073.20857142857,710.2142857142857
100881,129,916.8214285714286,66868.07142857143,0.0,66868.07142857143,7,49.75,3628.5,0.0,3628.5,122,63239.571428571435,867.0714285714286
100882,129,714.1071428571429,51650.125714285714,0.0,51650.125714285714,7,38.75,2802.72,0.0,2802.72,122,48847.40571428571,675.3571428571429
100883,129,691.0714285714286,49997.45142857143,0.0,49997.45142857143,7,37.5,2713.04,0.0,2713.04,122,47284.41142857143,653.5714285714286
100884,129,697.40625,50077.96125,0.0,50077.96125,8,43.25,3105.61,0.0,3105.61,121,46972.35125,654.15625
100885,129,572.4375,41345.79,0.0,41345.79,8,35.5,2564.08,0.0,2564.08,121,38781.71,536.9375
100892,129,598.9285714285714,43196.94,0.0,43196.94,7,32.5,2344.02,0.0,2344.02,122,40852.920000000006,566.4285714285714
100894,129,589.7142857142857,48865.01571428572,0.0,48865.01571428572,7,32.0,2651.59,0.0,2651.59,122,46213.425714285724,557.7142857142857
100895,129,626.5714285714286,45892.30285714286,0.0,45892.30285714286,7,34.0,2490.28,0.0,2490.28,122,43402.02285714286,592.5714285714286
100897,129,893.7857142857143,65168.588571428576,0.0,65168.588571428576,7,48.5,3536.28,0.0,3536.28,122,61632.30857142858,845.2857142857143
