__id_std_norm,freq_code,expected_events,unit_labor_hours,unit_labor_cost,unit_material_cost,unit_total_cost,exp_labor_hours_total,exp_labor_cost_total,exp_material_cost_total,exp_total_cost
100813,10Y,1,0.8844642857142857,61.23666666666667,0.0,65.60756410256411,0.8844642857142857,61.23666666666667,0.0,65.60756410256411
100817,Q,15,0.8844642857142857,61.23666666666667,0.0,65.60756410256411,13.266964285714286,918.5500000000001,0.0,984.1134615384617
100824,A,4,0.8844642857142857,61.23666666666667,0.0,65.60756410256411,3.537857142857143,244.9466666666667,0.0,262.43025641025645
100826,A,12,0.8844642857142857,61.23666666666667,0.0,65.60756410256411,10.61357142857143,734.84,0.0,787.2907692307693
100828,A,4,0.8844642857142857,61.23666666666667,0.0,65.60756410256411,3.537857142857143,244.9466666666667,0.0,262.43025641025645
100831,M,129,3.1875,211.21,0.0,211.21,411.1875,27246.09,0.0,27246.09
100832,M,129,2.21875,150.53125,0.0,150.53125,286.21875,19418.53125,0.0,19418.53125
100833,M,129,7.75,550.8533333333334,0.0,550.8533333333334,999.75,71060.08,0.0,71060.08
100834,M,129,4.75,296.82714285714286,0.0,296.82714285714286,612.75,38290.70142857143,0.0,38290.70142857143
100839,M,129,4.5625,335.33875,0.0,335.33875,588.5625,43258.69875,0.0,43258.69875
100842,M,129,4.928571428571429,358.2071428571429,0.0,358.2071428571429,635.7857142857143,46208.721428571436,0.0,46208.721428571436
100845,M,129,5.214285714285714,373.09000000000003,0.0,373.09000000000003,672.6428571428571,48128.61,0.0,48128.61
100847,M,129,1.578125,113.77875,0.0,113.77875,203.578125,14677.45875,0.0,14677.45875
100854,A,24,0.8844642857142857,61.23666666666667,0.0,65.60756410256411,21.22714285714286,1469.68,0.0,1574.5815384615387
100854,Q,45,0.8844642857142857,61.23666666666667,0.0,65.60756410256411,39.800892857142856,2755.65,0.0,2952.340384615385
100855,A,24,0.8844642857142857,61.23666666666667,0.0,65.60756410256411,21.22714285714286,1469.68,0.0,1574.5815384615387
100855,Q,45,0.8844642857142857,61.23666666666667,0.0,65.60756410256411,39.800892857142856,2755.65,0.0,2952.340384615385
100856,M,43,0.8844642857142857,61.23666666666667,0.0,65.60756410256411,38.03196428571429,2633.1766666666667,0.0,2821.125256410257
100858,M,43,0.8844642857142857,61.23666666666667,0.0,65.60756410256411,38.03196428571429,2633.1766666666667,0.0,2821.125256410257
100858,SA,8,0.8844642857142857,61.23666666666667,0.0,65.60756410256411,7.075714285714286,489.8933333333334,0.0,524.8605128205129
100860,A,4,0.8844642857142857,61.23666666666667,0.0,65.60756410256411,3.537857142857143,244.9466666666667,0.0,262.43025641025645
100860,M,43,0.8844642857142857,61.23666666666667,0.0,65.60756410256411,38.03196428571429,2633.1766666666667,0.0,2821.125256410257
100862,M,129,3.3035714285714284,274.87142857142857,0.0,274.87142857142857,426.1607142857143,35458.41428571429,0.0,35458.41428571429
100863,M,129,2.0714285714285716,149.75571428571428,0.0,149.75571428571428,267.2142857142857,19318.487142857142,0.0,19318.487142857142
100864,M,129,0.8844642857142857,61.23666666666667,0.0,65.60756410256411,114.09589285714286,7899.530000000001,0.0,8463.37576923077
100865,M,129,2.357142857142857,169.5914285714286,0.0,169.5914285714286,304.07142857142856,21877.294285714288,0.0,21877.294285714288
100867,M,129,4.65625,334.4675,0.0,334.4675,600.65625,43146.307499999995,0.0,43146.307499999995
100868,M,129,5.857142857142857,422.27571428571434,0.0,422.27571428571434,755.5714285714286,54473.56714285715,0.0,54473.56714285715
100869,M,129,4.642857142857143,334.73857142857145,0.0,334.73857142857145,598.9285714285714,43181.275714285715,0.0,43181.275714285715
100871,M,129,6.571428571428571,477.26000000000005,0.0,477.26000000000005,847.7142857142857,61566.54000000001,0.0,61566.54000000001
100874,M,129,5.071428571428571,364.32,0.0,364.32,654.2142857142857,46997.28,0.0,46997.28
100877,M,129,6.875,505.4075,0.0,505.4075,886.875,65197.567500000005,0.0,65197.567500000005
100878,M,129,6.821428571428571,490.15142857142854,0.0,490.15142857142854,879.9642857142857,63229.53428571428,0.0,63229.53428571428
100879,M,129,3.3035714285714284,274.87142857142857,0.0,274.87142857142857,426.1607142857143,35458.41428571429,0.0,35458.41428571429
100880,M,129,5.821428571428571,418.6328571428571,0.0,418.6328571428571,750.9642857142857,54003.63857142857,0.0,54003.63857142857
100881,M,129,7.107142857142857,518.3571428571429,0.0,518.3571428571429,916.8214285714286,66868.07142857143,0.0,66868.07142857143
100882,M,129,5.535714285714286,400.3885714285714,0.0,400.3885714285714,714.1071428571429,51650.125714285714,0.0,51650.125714285714
100883,M,129,5.357142857142857,387.57714285714286,0.0,387.57714285714286,691.0714285714286,49997.45142857143,0.0,49997.45142857143
100884,M,129,5.40625,388.20125,0.0,388.20125,697.40625,50077.96125,0.0,50077.96125
100885,M,129,4.4375,320.51,0.0,320.51,572.4375,41345.79,0.0,41345.79
100892,M,129,4.642857142857143,334.86,0.0,334.86,598.9285714285714,43196.94,0.0,43196.94
100894,M,129,4.571428571428571,378.79857142857145,0.0,378.79857142857145,589.7142857142857,48865.01571428572,0.0,48865.01571428572
100895,M,129,4.857142857142857,355.75428571428574,0.0,355.75428571428574,626.5714285714286,45892.30285714286,0.0,45892.30285714286
100897,M,129,6.928571428571429,505.1828571428572,0.0,505.1828571428572,893.7857142857143,65168.588571428576,0.0,65168.588571428576
100898,10Y,1,8.8,635.0400000000001,0.0,635.0400000000001,8.8,635.0400000000001,0.0,635.0400000000001
100901,Q,15,0.8844642857142857,61.23666666666667,0.0,65.60756410256411,13.266964285714286,918.5500000000001,0.0,984.1134615384617
100909,10Y,1,3.5,253.355,0.0,253.355,3.5,253.355,0.0,253.355
100915,10Y,1,6.22,448.54714285714283,0.0,448.54714285714283,6.22,448.54714285714283,0.0,448.54714285714283
100916,10Y,1,3.233695652173913,213.28934782608695,0.0,213.28934782608695,3.233695652173913,213.28934782608695,0.0,213.28934782608695
